record_id,item_id,item,funder_id,funder,fit,reason,source_ids,evidence_label,confidence,demand_evidence_type,notes
FFT-203,TPP-10,Cultivated meat or seafood,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-204,DMV-01,Chay-day question in a probability survey,F08,Humane World for Animals (Viet Nam office; Forward Food),partial,Would use a chay-day baseline to target menu work; does not fund surveys.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-205,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-206,DMV-03,Vietnamese sensory and choice-test capacity,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-207,DMV-04,Randomised label and name test,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-208,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F08,Humane World for Animals (Viet Nam office; Forward Food),fits,"As implementer or partner, not funder: Forward Food menu work counts meals shifted, and it trained chefs and nutritionists in Viet Nam in 2025.",AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-209,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-210,DMV-07,Chay composition and authenticity survey,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-211,DMV-08,Standing panel of research and procurement buyers,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-212,DMV-09,Share of meat eaten as processed products,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-213,DMV-10,Nha Trang hotel and menu audit,F08,Humane World for Animals (Viet Nam office; Forward Food),fits,"As implementer: chef training for hotel kitchens, where Accor's group target already applies.",AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-214,DMV-11,Survey of EU and UK private-label and seafood buyers,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-215,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-216,DMV-13,Define chay and vegetarian claims (TCVN 13625),F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-217,DMV-14,Honest percentage labelling of blended meat,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-218,DMV-15,Neutral naming guidance avoiding nhan tao,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-219,DMV-16,GMO declaration status of purified precision-fermented proteins,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-220,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F08,Humane World for Animals (Viet Nam office; Forward Food),partial,Nutritionist training supports menu guidance; Forward Food promotes whole-food plant dishes rather than novel protein.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-221,DMV-18,Eight-digit customs subheadings for plant proteins,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-222,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-223,TPP-01,Domestic textured soy or soy-gluten protein,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-224,TPP-02,Higher-protein chay foods,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-225,TPP-03,Hybrid extender for processed meat,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-226,TPP-04,Canteen protein ingredient and dish base,F08,Humane World for Animals (Viet Nam office; Forward Food),partial,Menu programmes use whole-food dishes; a canteen protein ingredient could be used but is not its focus.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-227,TPP-05,Rice or mung bean isolate for plant milks,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-228,TPP-06,Fungal biomass functional ingredient,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-229,TPP-07,Precision-fermented specialty protein,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-230,TPP-08,"Export private-label plant foods (EU, UK)",F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-231,TPP-09,Diaspora protein-upgraded chay,F08,Humane World for Animals (Viet Nam office; Forward Food),outside remit,Outside its menu and welfare programmes; it implements rather than funds.,AFN-22; AFN-23; AFN-24; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
